Event Title,Appearances
b'Before the Debut',"b'Monologue, Smart Falcon'"
b'After the Debut: The \xe2\x98\x86 Center!',b'Smart Falcon'
"b""After the Debut: Next Time It'll Be Me!""","b'Monologue, Smart Falcon'"
b'Center! Center! Center!',"b'Monologue, Smart Falcon'"
b'Step \xe2\x98\x86 Up?',"b'Falco Fan A, Falco Fan B, Smart Falcon, Spectators'"
"b""New Year's Resolutions""","b'Popular Idol, Smart Falcon'"
"b""Goal Achieved: I'm an Umadol""","b'Falco Fan A, Falco Fan B, Falco Fans, Monologue, Smart Falcon'"
b'Looking to the Otherworldly \xe2\x98\x86',"b'Monologue, Passerby A, Passerby B, Passerby C, Silence Suzuka, Smart Falcon, Suzuka Fan A, Suzuka Fan B, Suzuka Fan C'"
b'Before the Satsuki Sho',"b'Fan A, Fan B, Monologue, Smart Falcon'"
b'After the Satsuki Sho: Sparkling Number One',"b'Smart Falcon, Spectators, Staff'"
b'After the Satsuki Sho: Burning Number One',"b'Center Umamusume, Monologue, Smart Falcon, Spectators'"
b'Summer Camp (Year 2) Begins!',"b'Monologue, Smart Falcon'"
b'Before the Japan Dirt Derby',"b'Brunette Umamusume, Monologue, Racing Umamusume A, Racing Umamusume B, Smart Falcon'"
b'After the Japan Dirt Derby: Love!',b'Smart Falcon'
b'At Summer Camp (Year 2)',"b'Smart Falcon, Umamusume A'"
b'Summer Camp (Year 2) Ends',"b'Monologue, Smart Falcon'"
b'Before the JBC Classic',"b'Fan A, Fan B, Passerby A, Passerby B, Passerby C, Passerby D, Passerby E, Smart Falcon'"
b'After the JBC Classic: Carried Away?',"b'Fan, Smart Falcon, Umamusume'"
b'The Next Grand Prix \xe2\x98\x86 Girl!',"b'Caster, Daiwa Scarlet, Fan A, Monologue, Smart Falcon, Spectators'"
b'Before the Tokyo Daishoten',"b'Falco Fan A, Falco Fan B, Fan A, Fan B, Fans, Monologue, Smart Falcon'"
b'After the Tokyo Daishoten: Top to Top!',"b'Monologue, Rival Umamusume, Smart Falcon, Spectators'"
"b""New Year's Shrine Visit""",b'Smart Falcon'
b'Raffle Time!',"b'Monologue, Raffle Clerk, Smart Falcon'"
b'Fighting Declaration',"b'Eishin Flash, Falco Fan, Fans, Reporter, Smart Falcon'"
"b""Valentine's Day""","b'Fan A, Fan B, Fans, Smart Falcon'"
b'Before the February S.',"b'Fan A, Fan B, Monologue, Smart Falcon'"
b'After the February S.: One After Another',"b'Fan A, Fan B, Smart Falcon, Spectators'"
b'Fan Fest',"b'Bystanders, Eishin Flash, Event Commentator A, Event Commentator B, Event Commentator C, Man A, Man B, Monologue, Silence Suzuka, Smart Falcon, Special Week'"
b'Before the Teio Sho',"b'Falco Fan A, Fan A, Fan B, Smart Falcon, Spectators A and B, Younger Umamusume'"
b'After the Teio Sho: And Another',"b'Falco Fan A, Fan A, Fan B, Monologue, Smart Falcon, Spectators A and B, Symboli Rudolf'"
b'Summer Camp (Year 3) Begins!',"b'Monologue, Smart Falcon'"
b'Summer Camp (Year 3) Ends',"b'Monologue, Smart Falcon'"
b'Before the JBC Classic',"b'Monologue, Smart Falcon'"
b'After the JBC Classic: Blinding',"b""Falco Fan A, Falco Fan B, Fans, Girl with Pigtails, Girl's Mother, Reporter A, Reporter B, Reporter C, Smart Falcon, Spectators"""
"b""Falco's Dream""","b'Falco Fan A, Girl with Pigtails, Smart Falcon, Spectators'"
b'Before the Champions Cup',"b'Monologue, Smart Falcon'"
b'After the Champions Cup: Revival! \xe2\x98\x86',"b'Monologue, Smart Falcon, Spectators'"
b'Holiday Season',"b'Dirt Runner B, Eishin Flash, Emotional Fan, Falco Fan A, Monologue, Smart Falcon'"
b'Before the Tokyo Daishoten',"b'Monologue, Smart Falcon'"
b'After the Tokyo Daishoten: Top Umadol \xe2\x98\x86',"b'Dirt Racer, Falco Fan A, Falco Fan B, Fans, Monologue, Racecourse Staff, Smart Falcon, Spectators, Symboli Rudolf'"
b'Hot Spring Getaway',"b'Elderly People, Elderly Person A, Elderly Person B, Monologue, Smart Falcon'"
b'Ending (Normal)',"b'Falco Fan A, Falco Fan B, Falco Fan C, Falco Fan D, Fans, Smart Falcon'"
b'Umadol World \xe2\x99\xaa',"b'Fans, Monologue, Smart Falcon'"
"b""Center of Everyone's Heart \xe2\x98\x86""","b'Falco Fan A, Falco Fan B, Fan A, Fan B, Fan C, Fan D, Fans, Smart Falcon'"
b'Ready for a Challenge',b'Smart Falcon'
b'Not This Time!',b'Smart Falcon'
b'Claw Machine!',"b'Monologue, Smart Falcon'"
b'Claw Machine: Great Success!',"b'Monologue, Smart Falcon'"
b'Claw Machine: Success!',"b'Monologue, Smart Falcon'"
b'Claw Machine: Failure...',"b'Monologue, Smart Falcon'"
b'Claw Machine: Great Success!',b'Smart Falcon'
b'Claw Machine: Success!',b'Smart Falcon'
b'Master Trainer',"b'Monologue, Smart Falcon'"
b'Dance Lesson',"b'Monologue, Smart Falcon'"
b'Fan Letter',"b'Ines Fujin, Smart Falcon'"
b'Canceled Concert Blues',"b'Monologue, Smart Falcon'"
b'Lost Item Dejection',"b'Monologue, Smart Falcon'"
b'Failing Grade Frustration',b'Smart Falcon'
b'Studying Umadols?',"b'Agnes Tachyon, Monologue, Smart Falcon'"
b'Heart-Pounding \xe2\x98\x86 Situation',"b'Fuji Kiseki, Smart Falcon'"
b'Umadol Spirit \xe2\x98\x86 Ignited',"b'Oguri Cap, Smart Falcon'"
b'Test Recovery \xe2\x98\x86',"b'Eishin Flash, Monologue, Smart Falcon'"
b'A Thank-You Gift for You \xe2\x99\xaa',"b'Monologue, Smart Falcon'"
b'Memory \xe2\x98\x86 Lane',"b'Eishin Flash, Monologue, Smart Falcon'"
b'Sharing \xe2\x98\x86 Memories',"b'Monologue, Smart Falcon'"
b'Location \xe2\x98\x86 Scouting',"b'Monologue, Smart Falcon'"
b'Coming to a City Near You \xe2\x98\x86',"b'Female Fan A, Monologue, Smart Falcon'"
b'Connecting \xe2\x98\x86 Inspiration',"b'Female Fan A, Female Fan B, Monologue, Smart Falcon'"
b'Cute \xe2\x98\x86 Universe',"b'Curren Chan (?), Eishin Flash, Monologue, Smart Falcon'"
b'Night Owl',"b'Monologue, Smart Falcon'"
b'Skin Troubles',"b'Monologue, Smart Falcon'"
b'Race Fatigue',"b'Monologue, Smart Falcon'"
b'After Repeated Races...',b'Smart Falcon'
b'Victory!',b'Smart Falcon'
b'Solid Showing',b'Smart Falcon'
b'Defeat',b'Smart Falcon'
b'No More Losing!',b'Smart Falcon'
b'Sleep Deprived',"b'Monologue, Smart Falcon'"
b'All Refreshed',"b'Monologue, Smart Falcon'"
b'Well-Rested!',b'Smart Falcon'
b'Praying at the Shrine!',"b'Monologue, Smart Falcon'"
b'Slacking Off',b'Smart Falcon'
b'Get Well Soon!',"b'Monologue, Smart Falcon'"
"b""Don't Overdo It!""",b'Smart Falcon'
b'At the Infirmary',"b'Smart Falcon, The Greatest Idols'"
b'Extra Training',"b'Monologue, Smart Falcon'"
b'Back in Shape!',b'Smart Falcon'
b'Cuteness \xe2\x98\x86 Research',"b'Mihono Bourbon, Monologue, Smart Falcon'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Monologue, Sasami Anshinzawa, Smart Falcon'"
b'Full of Cuteness \xe2\x98\x86',"b'Monologue, Shop Staff, Smart Falcon'"
b'Migraine Blues',"b'Monologue, Smart Falcon'"
b'Polished \xe2\x98\x86 Diamond',"b'Monologue, Smart Falcon, Spectators'"
b'Umadol \xe2\x98\x86 Friendship!',"b'Smart Falcon, Winning Umamusume'"
b'Energetic \xe2\x98\x86 Children',"b'Mihono Bourbon, Silence Suzuka, Smart Falcon, Umamusume Children'"
b'Storm',"b'Biwa Hayahide, Monologue, Narita Brian, New Trainer, Senior Umamusume, Skilled Trainer, Umamusume A, Winning Ticket, Young Girl'"
b'Quake',"b'Hishi Amazon, Monologue, Narita Brian, Umamusume A, Umamusume B, Young Brian, Young Hayahide'"
b'Desire',"b'Biwa Hayahide, Caster, Monologue, Narita Brian, Number Six Umamusume, Racing Instructor A, Racing Instructor B, Senior Umamusume, Skilled Trainer, Umamusume A, Umamusume B, Young Brian, Young Hayahide, Young Umamusume A, Young Umamusume B'"
b'Truth',"b'Biwa Hayahide, Caster, Hishi Amazon, Narita Brian, Senior Umamusume'"
b'Bond',"b'Friendly Umamusume, Monologue, Narita Brian'"
b'Warmth',"b'Elated Young Man, Monologue, Narita Brian'"
b'Fire',"b'Blue-ribboned Umamusume, Bun-haired Umamusume, Narita Brian, The Two'"
b'Introducing Narita Brian!',"b'Biwa Hayahide, Hishi Amazon, Monologue, Narita Brian, New Trainer, Skilled Trainer, Students, Symboli Rudolf, Twin Turbo, Umamusume A, Veteran Trainer'"
b'Before the Debut',"b'Monologue, Narita Brian'"
b'After the Debut: Rough',"b'Biwa Hayahide, Monologue, Narita Brian, Spectator A, Spectator B, Umamusume A'"
b'Hold Back',"b'Biwa Hayahide, Hishi Amazon, Monologue, Narita Brian, Skilled Trainer, Umamusume A, Umamusume A and B, Umamusume B, Veteran Trainer'"
b'Before the Asahi Hai F.S.',"b'Hishi Amazon, Monologue, Narita Brian'"
b'After the Asahi Hai F.S.: Fight',"b'Hishi Amazon, Narita Brian, Umamusume A'"
"b""New Year's Resolutions""","b'Biwa Hayahide, Hishi Amazon, Narita Brian, TV Show Announcer, TV Show Commentator, TV Show Host'"
b'Before the Satsuki Sho',"b'Hishi Amazon, Narita Brian'"
b'After the Satsuki Sho: Era',"b'Both, Caster, Monologue, Narita Brian, Photographer, Reporter, Skilled Trainer, Umamusume A, Umamusume B'"
b'After the Satsuki Sho: Omen',"b'Both, Monologue, Narita Brian, New Trainer, Photographer, Reporter, Skilled Trainer, Umamusume A, Umamusume B, Umamusume C, Umamusume D'"
b'Before the Japanese Derby',"b'Both, Caster, Narita Brian, Other Racers, Spectator A, Spectator B, Umamusume A, Umamusume B'"
b'After the Japanese Derby: Honor',"b'Caster, Hishi Amazon, Monologue, Narita Brian, Reporter, Spectators'"
b'After the Japanese Derby: Beyond',"b'Caster, Hishi Amazon, Monologue, Narita Brian, Reporter, Spectators'"
b'After the Japanese Derby: Regret',"b'Hishi Amazon, Monologue, Narita Brian'"
b'Summer Camp (Year 2) Begins!',"b'Magazine Reporter, Monologue, Narita Brian, Newspaper Reporter, Reporter, Symboli Rudolf'"
b'At Summer Camp (Year 2)',"b'Ines Fujin, Medical Staff, Mejiro Ryan, Narita Brian, Students, Symboli Rudolf'"
b'Summer Camp (Year 2) Ends',"b'Air Groove, Monologue, Narita Brian, Symboli Rudolf'"
b'Now',"b'Bystanders, Monologue, Narita Brian, New Trainer, Skilled Trainer, Symboli Rudolf, The Two, Umamusume A, Umamusume B'"
b'Before the Kikuka Sho',"b'Monologue, Narita Brian'"
b'After the Kikuka Sho: Crown',"b'Caster, Hishi Amazon, Monologue, Narita Brian, Photographer, Reporter A, Spectators'"
b'After the Kikuka Sho: Strength',"b'Caster, Hishi Amazon, Monologue, Narita Brian'"
b'After the Kikuka Sho: Reality',"b'Monologue, Narita Brian'"
b'Before the Arima Kinen',"b'Biwa Hayahide, Caster, Narita Brian, Umamusume A, Umamusume B, Young Brian, Young Umamusume'"
b'After the Arima Kinen: Response',"b'Hishi Amazon, Monologue, Narita Brian'"
b'After the Arima Kinen: Acknowledgement',"b'Hishi Amazon, Narita Brian'"
"b""New Year's Shrine Visit""","b'Caster, Monologue, Narita Brian, Spectators'"
b'Public Appearance',"b'Monologue, Narita Brian, Tazuna Hayakawa'"
b'Raffle Time!',"b'Monologue, Narita Brian, Raffle Clerk'"
b'Peak',"b'Audience, Biwa Hayahide, Host, McQueen and Bourbon, Monologue, Narita Brian, Oguri and Rudolf, Reporter A, Reporter B, Symboli Rudolf'"
b'Proposition',"b'Biwa Hayahide, Narita Brian, Reporter'"
"b""Valentine's Day""","b'Message Card, Narita Brian'"
b'Before the Hanshin Daishoten',"b'Monologue, Narita Brian, Spectator A, Spectator B'"
b'Before the Hanshin Daishoten',b'Narita Brian'
b'After the Hanshin Daishoten: Long',"b'Mejiro McQueen, Narita Brian, Reporter A, Reporter B, Reporter C, Reporters'"
b'After the Hanshin Daishoten: Assassin',"b'Monologue, Narita Brian, Rice Shower, Spectator A, Spectator B, Spectators'"
b'Fan Fest',"b'Gold Ship, Hishi Amazon, Ikuno Dictus, Miho Dormitory Students, Narita Brian, Sakura Bakushin O, Street Vendor Umamusume, Twin Turbo, Vodka'"
b'Before the Tenno Sho (Spring)',"b'Biwa Hayahide, Mejiro McQueen, Mihono Bourbon, Monologue, Narita Brian, Photographer, Reporter, Spectators'"
b'Before the Tenno Sho (Spring)',"b'Narita Brian, Rice Shower, Spectator A, Spectator B, Spectator C'"
b'After the Tenno Sho (Spring): Shield',"b'Biwa Hayahide, Caster, Mejiro McQueen, Mihono Bourbon, Monologue, Narita Brian'"
b'After the Tenno Sho (Spring): Flower',"b'Caster, Mihono Bourbon, Monologue, Narita Brian, Rice Shower, Spectator A, Spectator B, Spectators'"
b'Summer Camp (Year 3) Begins!',"b'Air Groove, Monologue, Narita Brian'"
b'Summer Camp (Year 3) Ends',"b'Monologue, Narita Brian, Symboli Rudolf'"
b'Challenge',"b""Biwa Hayahide, Journalist, Monologue, Narita Brian, Oguri Cap, Oguri's Fans, Photographer, Press, Reporter, Reporter A, Reporter B, Reporter C"""
b'Autumn',"b'Biwa Hayahide, Fellow Trainer, Monologue, Narita Brian'"
b'Before the Tenno Sho (Autumn)',"b'Biwa Hayahide, Brian and Hayahide, Narita Brian, Oguri Cap, Spectator A, Spectator B'"
b'Before the Tenno Sho (Autumn)',"b'Caster, Matikanetannhauser, Narita Brian, Spectator A, Spectator B, Spectator C, Spectator D, Spectator E, Spectators'"
b'After the Tenno Sho (Autumn): Star',"b'Biwa Hayahide, Monologue, Narita Brian, Oguri Cap, Reporter A, Reporter B, Reporters, Spectator A, Spectator B, Spectator C, Symboli Rudolf'"
b'After the Tenno Sho (Autumn): Reach',"b'Caster, Matikanetannhauser, Narita Brian, Spectators'"
b'Trust',"b'Monologue, Narita Brian, Passerby A, Passerby B, Reporter, Reporter A, Reporter B, Reporter C, Symboli Rudolf, Tazuna Hayakawa, Umamusume A, Umamusume B'"
b'Sister',"b'Biwa Hayahide, Matikanetannhauser, Narita Brian, Physical Therapist, Reporter, Rice Shower, Umamusume A, Umamusume B, Winning Ticket, Young Hayahide'"
b'Before the Japan Cup',"b'???, Mayano Top Gun, Monologue, Narita Brian, Spectator A, Spectator B'"
b'Before the Japan Cup',"b'Hishi Amazon, Narita Brian'"
b'After the Japan Cup: Emperor',"b'Caster, Mayano Top Gun, Monologue, Narita Brian, Spectators, Symboli Rudolf'"
b'After the Japan Cup: Pursuit',"b'Biwa Hayahide, Caster, Hishi Amazon, Narita Brian, Physical Therapist'"
b'Holiday Season',"b'Monologue, Narita Brian'"
b'Before the Arima Kinen',"b'Biwa Hayahide, Mayano Top Gun, Narita Brian, Spectator A, Spectator B, Spectator C, Spectator D, Symboli Rudolf'"
b'Before the Arima Kinen',"b'Biwa Hayahide, Caster, Mayano Top Gun, Narita Brian'"
b'After the Arima Kinen: Myself',"b'Biwa Hayahide, Mayano Top Gun, Monologue, Narita Brian, Symboli Rudolf'"
b'After the Arima Kinen: Future',"b'Air Groove, Biwa Hayahide, Mayano Top Gun, Narita Brian, Spectators, Symboli Rudolf'"
b'Hot Spring Getaway',"b'Narita Brian, Young Brian, Young Hayahide'"
b'Ending (Normal)',"b'???, Biwa Hayahide, Hishi Amazon, Mayano Top Gun, Narita Brian, Reporter, Symboli Rudolf'"
b'Together',"b'Hishi Amazon, Mayano Top Gun, Narita Brian, Press, Reporter, Reporter A, Reporter B, Reporter C'"
b'Before the Takarazuka Kinen',"b'Biwa Hayahide, Caster, Narita Brian'"
b'After the Takarazuka Kinen: Talent',"b'Biwa Hayahide, Monologue, Narita Brian'"
b'After the Takarazuka Kinen: Composure',"b'Biwa Hayahide, Narita Brian'"
b'Ready for a Challenge',b'Narita Brian'
b'Not This Time!',b'Narita Brian'
b'Claw Machine!',b'Narita Brian'
b'Claw Machine: Great Success!',"b'Monologue, Narita Brian'"
b'Claw Machine: Success!',"b'Monologue, Narita Brian'"
b'Claw Machine: Failure...',"b'Monologue, Narita Brian'"
b'Claw Machine: Great Success!',"b'Monologue, Narita Brian'"
b'Claw Machine: Success!',b'Narita Brian'
b'Master Trainer',b'Narita Brian'
b'Dance Lesson',"b'Mayano Top Gun, Narita Brian'"
b'Fan Letter',"b'Monologue, Narita Brian'"
b'Looking Over My Shoulder',"b'Monologue, Narita Brian'"
b'Green Redemption',"b'Groundskeeper, Monologue, Narita Brian'"
"b""It's Not Easy Being a Lone Wolf""","b'Monologue, Narita Brian'"
b'Aspiration',"b'???, Monologue, Narita Brian, Vodka'"
b'Transcendence',"b'Brian Reborn, Narita Brian, Novelist'"
b'Ability',"b'Hishi Amazon, Monologue, Narita Brian'"
"b""A Lone Wolf's Diet""","b'Hishi Amazon, Monologue, Narita Brian'"
b'Caught by Brian!',"b'Narita Brian, Rice Shower'"
b'Digging In',"b'Biwa Hayahide, Narita Brian'"
b'A Lone Wolf Hunts Alone',"b'Monologue, Narita Brian'"
b'Breakthrough',"b'Monologue, Narita Brian, Tokai Teio'"
b'Starving Warriors',"b'Brian and Amazon, Cafeteria Lady, Hishi Amazon, Monologue, Narita Brian'"
b'Eye-Opener',"b'Monologue, Narita Brian, Symboli Rudolf, Twin Turbo'"
b'Night Owl',"b'Monologue, Narita Brian'"
b'Skin Troubles',"b'Both Young Umamusume, Narita Brian, Young Bespectacled Umamusame, Young Pigtailed Umamusame'"
b'Race Fatigue',"b'Cafe Lady, Monologue, Narita Brian'"
b'After Repeated Races...',"b'Monologue, Narita Brian'"
b'Victory!',b'Narita Brian'
b'Solid Showing',b'Narita Brian'
b'Defeat',b'Narita Brian'
b'No More Losing!',b'Narita Brian'
b'Sleep Deprived',b'Narita Brian'
b'All Refreshed',b'Narita Brian'
b'Well-Rested!',b'Narita Brian'
b'Praying at the Shrine!',b'Narita Brian'
b'Slacking Off',"b'Monologue, Narita Brian'"
b'Get Well Soon!',"b'Monologue, Narita Brian'"
"b""Don't Overdo It!""","b'Monologue, Narita Brian'"
b'At the Infirmary',"b""???, Monologue, Narita Brian, Narita Brian's Shadow"""
b'Extra Training',"b'Biwa Hayahide, Monologue, Narita Brian'"
b'Back in Shape!',b'Narita Brian'
b'Carnivore',"b'Biwa Hayahide, Monologue, Narita Brian, Ramen Shop Owner'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Monologue, Narita Brian, Sasami Anshinzawa'"
b'Perfect Weather',"b'Monologue, Narita Brian'"
b'Migraine Blues',"b'Both, Monologue, Narita Brian, Umamusume A, Umamusume B'"
b'Strategy',"b'Crowd, Monologue, Narita Brian, Reporters, Younger Students'"
b'Tact',"b'Female Fan, Male Fan, Narita Brian'"
b'Flexibility',"b'Clothing Shop Clerk, Mayano Top Gun, Narita Brian'"
b'A Cloud in the Blue Sky',"b'Monologue, Seiun Sky, Teacher A'"
b'Veiled in Cloud Cover',"b""King Halo, Monologue, Seiun Sky, Sky's Classmate, Special Week, Umamusume A, Umamusume B"""
b'Fishing on Cloud Nine',b'Seiun Sky'
b'Going for the Big Catch \xe2\x98\x86',"b'Caster, King Halo, Monologue, Rival Umamusume, Seiun Sky, Skilled Trainer A, Special Week, Spectating Trainers, Veteran Trainer A'"
b'A Treat for Your Troubles',"b'Seiun Sky, Umamusume A, Umamusume B'"
b'Kitty Combo',b'Seiun Sky'
b'Partners in Crime',"b'Seiun Sky, Umamusume A, Umamusume B'"
b'Introducing Seiun Sky!',"b'Monologue, Seiun Sky'"
b'The Ultimate Generation',"b'El Condor Pasa, Grass Wonder, King Halo, Seiun Sky, Spe and Grass, Special Week'"
b'Before the Debut',b'Seiun Sky'
b'After the Debut: Laying the Trap',"b'Monologue, Seiun Sky, Trainer A'"
"b""New Year's Resolutions""","b'Flower and Sei, Nishino Flower, Seiun Sky'"
b'Goal Achieved: The Big Three',"b'King Halo, Monologue, Seiun Sky, Spe and King, Special Week'"
b'Before the Satsuki Sho',"b'King Halo, Seiun Sky, Special Week'"
b'After the Satsuki Sho: Snagged the Crown \xe2\x98\x86',"b'Caller, Caster, King Halo, Monologue, Seiun Sky, Special Week'"
b'After the Satsuki Sho: For My Sake \xe2\x98\x86',"b'Caller, King Halo, Seiun Sky, Special Week'"
b'Before the Japanese Derby',"b'Fan A, Fan B, Hishi Amazon, King Halo, Seiun Sky, Special Week'"
b'After the Japanese Derby: After My Dream',"b""Fan A, Fan B, Fan C, Seiun Sky, Sky's Grandfather, Special Week"""
b'After the Japanese Derby: After Your Dream',"b'Fan A, Fan B, Fan C, Monologue, Seiun Sky, Special Week'"
b'After the Japanese Derby: After Someone\xe2\x80\x99s Dream',"b'Fan B, Fan C, Monologue, Seiun Sky, Special Week'"
b'Summer Camp (Year 2) Begins!',b'Seiun Sky'
b'At Summer Camp (Year 2)',"b'King Halo, Monologue, Seiun Sky'"
b'Summer Camp (Year 2) Ends',"b'King Halo, Seiun Sky'"
b'Before the Kikuka Sho',"b'Fan A, Fan B, Fan C, King Halo, Seiun Sky, Special Week'"
b'After the Kikuka Sho: A Cloud Racing Across the Sky',"b'Caster, Fan A, Fan B, King Halo, Monologue, Passerby A, Passerby B, Seiun Sky, Special Week, Spectators'"
b'After the Kikuka Sho: Though the Sky Seems Far Away',"b'Fan A, Fan B, Fan C, King Halo, Passerby A, Passerby B, Seiun Sky, Special Week, Spectators'"
"b""A Shadow on the Trickster's Path""","b'Grass Wonder, King Halo, Monologue, Seiun Sky'"
b'Before the Arima Kinen',"b'Fan A, Fan B, Fan C, Monologue, Seiun Sky'"
b'After the Arima Kinen: For the Future',"b'King Halo, Monologue, Seiun Sky'"
"b""New Year's Shrine Visit""","b'Monologue, Seiun Sky'"
b'Raffle Time!',"b'Raffle Clerk, Seiun Sky'"
"b""Valentine's Day""",b'Seiun Sky'
b'Fan Fest',"b'Fan A, Fan B, Fans, King Halo, Reporter A, Reporter B, Seiun Sky'"
b'Before the Tenno Sho (Spring)',"b'Fan A, Fan B, Seiun Sky'"
b'After the Tenno Sho (Spring): Those Aren\xe2\x80\x99t Storm Clouds',"b'Monologue, Seiun Sky, Special Week'"
b'Before the Takarazuka Kinen',"b'Fan A, Fan B, Grass Wonder, King Halo, Monologue, Seiun Sky, Special Week'"
b'After the Takarazuka Kinen: So Played Out',"b'Grass and Spe, King Halo, Seiun Sky'"
b'After the Takarazuka Kinen: So Played Out',"b'Grass Wonder, King Halo, Seiun Sky, Special Week'"
b'Summer Camp (Year 3) Begins!',"b'King Halo, Seiun Sky'"
b'Summer Camp (Year 3) Ends',"b'King Halo, Monologue, Seiun Sky'"
b'Zero Bites',"b'Hishi Amazon, King Halo, Seiun Sky'"
b'Zero Bites +1',"b'Monologue, Seiun Sky'"
b'Got a Bite',"b'Monologue, Seiun Sky'"
b'Before the Tenno Sho (Autumn)',"b'King Halo, Seiun Sky, Special Week'"
b'After the Tenno Sho (Autumn): More and More',"b'Doctor, Fan A, Fan B, King Halo, Seiun Sky, Special Week, Spectators'"
b'The Sweetest Storm',"b""???, Grass Wonder, Monologue, Seiun Sky, Sky's Grandfather, Special Week"""
b'Holiday Season',"b'Monologue, Seiun Sky'"
b'Before the Arima Kinen',"b'Fan A, Fan B, Fan C, Seiun Sky'"
"b'After the Arima Kinen: She Fled, She Ran, She Flew'","b'Fan A, Fan C, Grass Wonder, Monologue, Seiun Sky, Special Week, Spectators'"
b'Hot Spring Getaway',b'Seiun Sky'
b'Ending (Normal)',"b'El Condor Pasa, Grass Wonder, King Halo, Monologue, Seiun Sky, Special Week'"
b'Happily Ever After?',b'Seiun Sky'
b'East vs. West',"b'Monologue, Seiun Sky'"
b'Facing the Otherworldly Front-Runner',"b'Monologue, Seiun Sky'"
b'Landed That Triple Crown!',"b""Delivery Person, Monologue, Seiun Sky, Sky's Grandfather"""
b'Ready for a Challenge',b'Seiun Sky'
b'Not This Time!',b'Seiun Sky'
b'Claw Machine!',"b'Monologue, Seiun Sky'"
b'Claw Machine: Great Success!',"b'Monologue, Seiun Sky'"
b'Claw Machine: Success!',"b'Monologue, Seiun Sky'"
b'Claw Machine: Failure...',"b'Monologue, Seiun Sky'"
b'Claw Machine: Great Success!',"b'Monologue, Seiun Sky'"
b'Claw Machine: Success!',"b'Monologue, Seiun Sky'"
b'Master Trainer',"b'Monologue, Seiun Sky'"
b'Dance Lesson',b'Seiun Sky'
b'Fan Letter',b'Seiun Sky'
b'I Hate Tight Spaces',b'Seiun Sky'
"b""The Nap Master's Blunder""",b'Seiun Sky'
b'A Trap Unsprung...',b'Seiun Sky'
b'Is Cat Language Real?',"b'Air Groove, Relaxing Stray Cat, Seiun Sky, Special Week'"
b'Shady Dealings',"b'King Halo, Monologue, Seiun Sky, Special Week'"
"b""Sei's Escape Plan""","b'Matikanefukukitaru, Seiun Sky'"
b'Cat Expert',"b'El Condor Pasa, King Halo, Seiun Sky, White Cat'"
b'Cat Patrol',"b'Seiun Sky, Three Cats, White Cat, Young Cat'"
"b'Goodbye, Cat'","b'El Condor Pasa, King Halo, Seiun Sky, White Cat'"
b'Nap Master',"b'Seiun Sky, Train Announcement'"
"b'Cloudy, Followed By...'","b'Seiun Sky, Special Week, Vegetable Seller'"
b'Sunny Day Standoff',"b'Monologue, Seiun Sky'"
b'Luck Is a Talent?',"b'Matikanefukukitaru, Seiun Sky, Teacher'"
b'Night Owl',"b'Monologue, Seiun Sky'"
b'Skin Troubles',"b'Monologue, Seiun Sky'"
b'Race Fatigue',"b'Monologue, Seiun Sky'"
b'After Repeated Races...',b'Seiun Sky'
b'Victory!',"b'Monologue, Seiun Sky'"
b'Solid Showing',b'Seiun Sky'
b'Defeat',b'Seiun Sky'
b'No More Losing!',b'Seiun Sky'
b'Sleep Deprived',"b'Monologue, Seiun Sky'"
b'All Refreshed',b'Seiun Sky'
b'Well-Rested!',b'Seiun Sky'
b'Praying at the Shrine!',"b'King Halo, Seiun Sky'"
b'Slacking Off',"b'Seiun Sky, Umamusume A, Umamusume B, Umamusume C'"
b'Get Well Soon!',b'Seiun Sky'
"b""Don't Overdo It!""",b'Seiun Sky'
b'At the Infirmary',"b'God of Cats, Seiun Sky'"
b'Extra Training',"b'Seiun Sky, Special Week'"
b'Back in Shape!',"b'Monologue, Seiun Sky, Special Week'"
b'I Can Unwind Outdoors Too',"b'Grass Wonder, Monologue, Seiun Sky'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Sasami Anshinzawa, Seiun Sky'"
"b""An Angler's Disgrace""",b'Seiun Sky'
b'Migraine Blues',b'Seiun Sky'
b'Sleepy Time Incense',"b'Grass Wonder, Seiun Sky'"
b'Tactician vs. King',"b""King Halo, King's Silver General, Seiun Sky, Sky's Forces"""
b'Who Do You Run For?',"b'Monologue, Seiun Sky, Senior Trainer'"
b'Time for a One-on-One!',"b'Fuji Kiseki, Hishi Amazon, Maruzensky, Miho Umamusume, Ritto Umamusume'"
b'How I Roll',"b'Biko Pegasus, Fuji Kiseki, Hishi Amazon, Miho Umamusume, Monologue'"
b'Eyes Aflame',"b'Biko Pegasus, Hishi Amazon, Miho Umamusume'"
b'Way of the One-on-One',"b'Caster, Hishi Amazon, Miho Umamusume, Monologue, Narita Brian, Veteran Trainer A, Veteran Trainer B'"
"b'No Pain, No Gain'",b'Hishi Amazon'
b'Culinary Clash',"b'Hishi Amazon, Monologue, Referee Umamusume'"
b'Sizzling Summer Karaoke',"b'Entry No. 6, Entry No. 7, Hishi Amazon, Local Resident, Monologue, Spectators'"
